county_name,population,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON
"Jackson County, KS",13366,149.6333982,0,1,0,19,64,156,13,1
"Johnson County, KS",566933,149.2239824,8,130,126,582,1534,8912,964,87
"Orleans County, NY",42235,149.1653842,0,5,9,49,192,641,25,4
"Simpson County, MS",27500,149.0909091,0,1,5,35,133,196,23,2
"Jackson County, GA",61044,149.0727999,0,11,9,71,242,954,54,2
"Grant County, IN",69126,149.0032694,3,14,51,35,392,1336,96,10
"Southampton County, VA",18128,148.940865,0,3,4,20,94,226,34,2
"Judith Basin County, MT",2016,148.8095238,0,1,0,2,0,1,3,0
"McPherson County, KS",29569,148.8044912,1,8,2,33,313,421,26,4
"Pennington County, MN",14118,148.7462813,1,12,1,7,42,238,13,2
"Culpeper County, VA",48506,148.4352451,1,12,14,45,103,741,49,1
"Concho County, TX",4043,148.40465,0,0,0,6,4,1,0,0
"Shelby County, OH",49192,148.3981135,0,10,18,46,362,1119,38,14
"Union County, OR",25652,148.1365975,0,13,2,23,188,526,30,7
"Bingham County, ID",45290,147.9355266,0,16,5,45,212,506,39,4
"Dickinson County, KS",19609,147.8912744,0,4,1,24,158,304,22,1
"Brazoria County, TX",330242,147.7704229,8,66,91,323,1551,4488,289,28
"Todd County, MN",24382,147.6499057,0,10,1,25,89,250,14,1
"Gasconade County, MO",14901,147.6410979,0,0,1,21,74,187,18,3
"Collin County, TX",854778,147.640674,11,183,394,674,3489,12879,919,64
"Marion County, IA",33252,147.3595573,0,9,0,40,73,134,10,2
"Pend Oreille County, WA",12896,147.3325062,3,3,1,12,162,284,34,0
"Young County, TX",18341,147.2111662,0,8,1,18,130,315,14,5
"Iowa County, IA",16330,146.9687691,0,1,1,22,40,122,11,1
"Grant County, WI",51069,146.8601304,0,11,1,63,172,798,23,3
"Prince William County, VA",438580,146.8375211,2,48,214,380,944,5656,377,52
"Perry County, MO",19072,146.8120805,0,1,2,25,64,195,10,3
"Jefferson County, PA",44966,146.7775653,1,15,6,44,140,319,16,7
"Chittenden County, VT",159515,146.6946682,1,36,32,165,1013,3732,59,15
"Washburn County, WI",15686,146.627566,0,4,0,19,63,194,10,0
"Brunswick County, NC",115301,146.5728831,1,24,25,119,1341,1906,128,19
"Jackson County, CO",1365,146.5201465,0,0,0,2,2,4,0,0
"Columbia County, WI",56653,146.505922,0,15,3,65,224,685,27,4
"Fulton County, AR",12304,146.2938882,0,3,1,14,34,148,11,1
"Wise County, TX",60939,146.047687,1,8,7,73,235,582,55,1
"Bradford County, PA",62316,146.0299121,0,25,5,61,284,880,55,15
"Columbia County, OR",49344,145.9143969,0,14,6,52,177,602,61,7
"Transylvania County, NC",32903,145.8833541,0,6,8,34,176,362,22,2
"Greer County, OK",6171,145.8434614,0,1,1,7,10,25,4,1
"Gibson County, IN",33612,145.7812686,0,5,2,43,84,390,22,5
"Cassia County, ID",23331,145.7288586,2,9,1,22,70,269,16,0
"Charlevoix County, MI",26129,145.4322783,0,25,0,13,60,314,9,2
"Smyth County, VA",31652,145.3304688,2,2,7,35,131,541,25,18
"Madison County, TX",13781,145.1273492,0,2,5,13,58,119,23,0
"Logan County, KY",26876,145.1108796,1,7,8,22,156,283,19,7
"Colfax County, NM",13094,145.1046281,0,3,3,13,168,153,15,4
"Grundy County, MO",10355,144.8575567,1,1,0,13,69,164,12,1
"Sabine County, TX",10361,144.7736705,0,2,5,8,40,81,3,2
"Mason County, KY",17278,144.6926728,0,6,5,14,139,395,16,3
"Dallas County, IA",74641,144.6925952,1,7,3,97,193,841,43,6
"Monroe County, GA",26984,144.5300919,0,2,6,31,126,359,37,4
"San Juan County, CO",692,144.5086705,0,0,0,1,4,11,1,0
"Caledonia County, VT",31157,144.4298232,1,4,6,34,256,396,22,3
"Hot Springs County, WY",4847,144.4192284,0,0,0,7,14,68,2,1
"Jefferson Davis Parish, LA",31301,143.7653749,0,7,11,27,97,507,36,1
"Erath County, TX",39658,143.7288819,0,11,3,43,217,661,31,3
"York County, ME",199431,143.4079957,6,61,54,165,1025,3405,135,39
"Umatilla County, OR",76720,143.3785193,4,14,18,74,569,1756,290,15
"Choctaw County, MS",8371,143.3520487,0,2,0,10,20,43,3,0
"Williamson County, TX",471014,143.0955343,3,98,126,447,1402,6826,277,33
"Greensville County, VA",11886,143.025408,0,1,0,16,35,78,6,1
"Ellis County, TX",155976,142.9707134,6,11,44,162,722,2616,152,18
"Potter County, PA",17497,142.8816369,1,10,0,14,89,89,12,0
"Morgan County, WV",17498,142.8734713,0,4,1,20,96,117,23,0
"Story County, IA",92406,142.847867,0,46,8,78,449,1539,49,11
"Jo Daviess County, IL",22407,142.8125139,0,11,0,21,56,143,8,1
"Benton County, MN",39214,142.8061407,0,23,8,25,121,454,30,3
"Lemhi County, ID",7712,142.6348548,0,1,0,10,16,33,1,0
"Stafford County, VA",136788,142.5563646,1,23,41,130,227,1934,105,19
"Power County, ID",7719,142.5055059,0,1,0,10,14,84,6,0
"Pontotoc County, MS",30897,142.4086481,1,3,4,35,181,224,25,4
"Island County, WA",78801,142.130176,1,24,5,82,520,924,63,9
"Goodhue County, MN",46464,142.0454545,0,13,6,47,203,823,67,5
"Sumter County, FL",107056,141.9817666,0,16,17,119,321,559,45,1
"Saline County, MO",23252,141.9232754,1,3,3,26,111,337,21,2
"Wabaunsee County, KS",7051,141.8238548,0,1,0,9,13,34,12,9
"Louisa County, IA",11282,141.8188264,0,0,0,16,35,55,3,1
"Rock County, NE",1411,141.7434444,0,0,0,2,2,5,0,0
"Hopkins County, KY",46634,141.5276408,2,22,13,29,269,642,58,6
"Wasco County, OR",25477,141.3039212,2,4,11,19,161,629,43,3
"Androscoggin County, ME",107604,141.2586893,0,44,63,45,767,2407,99,22
"Morrow County, OR",11336,141.1432604,1,2,1,12,80,167,17,2
"Johnson County, MO",54572,141.097999,2,7,9,59,280,1033,71,6
"Suffolk County, NY",1499738,141.0913106,23,52,745,1295,4349,21072,1178,155
"Fulton County, KY",6385,140.9553641,0,2,4,2,36,104,4,1
"Habersham County, GA",43300,140.8775982,0,7,1,53,269,576,33,0
"Chautauqua County, KS",3552,140.7657658,0,0,0,4,19,29,2,1
"Charles Mix County, SD",9241,140.6774159,1,3,0,9,29,43,2,1
"Stephens County, TX",9247,140.586136,0,4,0,9,41,69,4,1
"Gratiot County, MI",41968,140.5833016,0,25,1,33,121,489,14,5
"Bailey County, TX",7114,140.5678943,1,1,1,7,77,106,6,0
"Kiowa County, CO",1423,140.5481377,0,0,0,2,0,0,1,0
"Harrison County, KY",18518,140.4039313,0,4,9,13,161,401,27,2
"Franklin County, PA",152085,140.0532597,5,35,47,126,494,1927,79,16
"Clearwater County, ID",8577,139.9090591,0,0,0,12,43,112,4,0
"Orleans County, VT",27169,139.8652876,0,13,0,25,174,273,25,3
"Bell County, KY",27885,139.8601399,0,5,22,13,167,787,41,4
"Boone County, KY",124442,139.8241751,3,47,64,60,627,2453,177,17
"Burleson County, TX",17169,139.7868251,1,7,2,14,61,125,14,0
"Aitkin County, MN",15742,139.7535256,0,8,2,12,181,246,29,0
"Scioto County, OH",78153,139.4700139,0,15,49,45,770,2046,114,23
"St. John the Baptist Parish, LA",43761,139.3935239,8,3,26,24,423,812,73,1
"Sauk County, WI",63162,139.3242773,1,21,7,59,225,1646,40,7
"Towns County, GA",10771,139.2628354,0,0,1,14,38,152,5,0
"Latimer County, OK",10775,139.2111369,0,1,0,14,22,48,17,5
"Lee County, VA",25185,138.9716101,1,1,11,22,115,311,2,6
"Graves County, KY",37451,138.8480948,6,10,7,29,215,242,40,2
"Woodford County, KY",25275,138.4767557,0,12,7,16,186,524,32,6
"Wayne County, NY",92473,138.4187817,1,20,17,90,431,1145,39,4
"Archer County, TX",8681,138.2329225,0,0,0,12,27,54,15,0
"St. Charles County, MO",373495,138.1544599,4,36,65,410,825,5761,184,42
"Bureau County, IL",34056,138.0079868,0,9,3,35,140,368,10,7
"Anoka County, MN",339534,137.8359752,1,112,88,267,1265,7687,358,34
"Val Verde County, TX",48623,137.7948707,1,0,10,56,207,624,18,8
"Hardin County, IA",17441,137.6067886,0,2,1,21,68,247,7,2
"Ontario County, NY",109103,137.4847621,2,36,22,90,434,1556,41,0
"Isle of Wight County, VA",35656,137.4242764,4,3,11,31,106,468,23,6
"Allegany County, NY",48109,137.1884679,2,9,3,52,217,585,20,2
"Cheshire County, NH",76610,137.0578253,0,14,18,73,220,1087,41,9
"Lorain County, OH",302827,137.0419414,5,53,175,182,2196,3263,192,50
"Delaware County, NY",46722,136.9804375,1,11,7,45,175,518,18,2
"Benton County, IN",8767,136.8769248,0,3,0,9,16,37,0,0
"Clark County, KS",2193,136.7989056,0,0,0,3,13,18,1,0
"Cass County, MI",51910,136.7751878,3,23,2,43,350,539,33,7
"Greene County, NC",21232,136.5862849,0,9,3,17,202,174,27,3
"Idaho County, ID",16116,136.5103003,0,0,0,22,48,81,7,1
"Manitowoc County, WI",80654,136.3850522,0,8,14,88,252,1258,47,4
"Coal County, OK",5867,136.3558889,0,2,0,6,22,49,5,1
"Red River County, TX",12470,136.3271852,0,1,3,13,105,101,11,0
"Hale County, AL",15406,136.3105284,0,3,2,16,66,67,14,1
"Calhoun County, FL",14682,136.2212233,0,2,0,18,33,75,6,0
"Bollinger County, MO",12490,136.1088871,1,1,0,15,42,81,2,0
"Reeves County, TX",13965,136.0544218,2,0,3,14,44,249,13,3
"Charlton County, GA",13255,135.7978121,0,2,1,15,45,141,7,2
"Baca County, CO",3682,135.7957632,0,0,0,5,2,10,0,0
"Arlington County, VA",224906,135.6122113,5,31,118,151,288,3804,257,4
"Darke County, OH",52376,135.558271,0,6,12,53,338,712,37,3
"Avery County, NC",17713,135.4937052,0,0,1,23,61,184,7,5
"Rice County, MN",65049,135.2826331,0,17,18,53,248,1029,41,21
"Clay County, MN",60661,135.1774616,0,22,5,55,191,916,38,18
"Douglas County, OR",106940,134.6549467,1,35,37,71,658,2349,187,29
"Pike County, IN",12683,134.0376882,1,0,0,16,37,240,9,0
"Goliad County, TX",7465,133.9584729,0,3,2,5,39,74,3,0
"Walthall County, MS",14931,133.949501,1,2,2,16,83,103,11,2
"Dunn County, WI",44122,133.7201396,0,6,1,52,126,588,32,1
"Roger Mills County, OK",3743,133.5826877,0,0,1,4,3,36,2,0
"Washington County, ME",32190,133.5818577,0,3,1,39,245,334,21,5
"Lamar County, AL",14236,133.4644563,0,2,2,14,32,108,7,0
"Love County, OK",9742,133.4428249,0,1,1,11,29,89,5,0
"Ohio County, KY",23988,133.4000334,3,7,1,21,132,136,26,7
"Montague County, TX",19503,133.3128237,0,4,2,20,109,356,26,0
"Sitka City and Borough, AK",9020,133.037694,0,1,1,10,17,120,6,0
"Otsego County, NY",61683,132.9377624,0,15,14,54,195,716,25,14
"Trigg County, KY",14293,132.9322046,0,4,2,12,55,144,8,0
"Cumberland County, ME",285456,132.7700241,1,70,137,171,1332,5831,218,47
"Knox County, TX",3767,132.7316167,0,0,0,5,7,25,1,0
"Ionia County, MI",64073,132.6611833,1,32,2,50,235,703,47,9
"Carlton County, MN",35460,132.5437112,1,15,3,28,132,724,29,7
"Lawrence County, SD",24910,132.4769169,0,10,0,23,66,585,15,0
"Alcona County, MI",10578,132.3501607,0,3,0,11,73,132,2,0
"Itawamba County, MS",23434,132.2864214,1,2,2,26,76,221,14,0
"Vermillion County, IN",15878,132.2584708,0,1,1,19,53,107,7,1
"Rio Blanco County, CO",6807,132.2168356,0,1,1,7,15,65,4,0
"McCulloch County, TX",8330,132.0528211,0,0,0,11,57,95,6,1
"Trinity County, TX",14393,132.0086153,1,1,1,16,71,112,10,1
"Sanders County, MT",11363,132.0073924,2,1,0,12,16,108,11,2
"Somerset County, PA",76520,131.9916362,2,11,8,80,209,561,28,14
"Rusk County, WI",14395,131.9902744,0,2,1,16,40,62,8,2
"Lincoln County, NC",79740,131.6779533,3,7,16,79,649,1318,53,9
"Williamsburg city, VA",15206,131.5270288,0,2,8,10,37,423,12,1
"Chippewa County, WI",63132,131.4705696,0,16,7,60,242,777,33,9
"Holt County, MO",4568,131.3485114,0,0,0,6,37,56,5,0
"Osborne County, KS",3818,130.9586171,0,1,0,4,23,64,5,0
"Cortland County, NY",48976,130.6762496,1,11,19,33,249,772,20,7
"Griggs County, ND",2296,130.6620209,0,0,0,3,3,3,0,0
"Clinton County, MI",76739,130.3118362,1,18,16,64,240,598,58,13
"Clark County, MO",6910,130.2460203,0,0,0,9,16,19,6,0
"Manassas Park city, VA",16149,130.0390117,0,1,1,19,20,201,13,0
"Watauga County, NC",52372,129.8403727,1,4,6,57,201,680,26,4
"Ramsey County, ND",11554,129.8251688,0,5,2,8,64,266,16,1
"Washington County, VT",59319,129.8066387,1,21,9,46,358,1207,26,7
"Lee County, AR",10015,129.8052921,0,2,6,5,87,158,14,2
"Moffat County, CO",13103,129.7412806,1,4,0,12,47,230,7,4
"Williamson County, TN",198901,129.7127717,2,24,28,204,372,1853,82,13
"Merrimack County, NH",146849,129.384606,0,38,33,119,431,2266,75,26
"Highland County, OH",43299,129.333241,0,7,5,44,326,758,40,5
"Lawrence County, AR",17011,129.3280818,0,2,1,19,64,121,5,3
"Nelson County, ND",3095,129.2407108,0,0,0,4,11,11,8,0
"Tucker County, WV",6968,129.1618829,0,1,0,8,13,29,2,0
"Summit County, CO",28649,129.1493595,1,17,2,17,68,771,20,7
"Calumet County, WI",49617,128.9880485,0,8,7,49,102,469,18,0
"Shelby County, KY",44216,128.9126108,2,8,20,28,320,523,42,5
"Pondera County, MT",6211,128.8037353,0,0,0,8,1,38,3,0
"Campbell County, WY",48176,128.6947858,0,1,4,57,202,1171,50,13
"Hood County, TX",52905,128.5322748,1,3,3,61,171,857,54,5
"Dawson County, NE",24207,128.0621308,0,13,0,18,104,365,22,2
"Venango County, PA",53907,127.9982192,3,22,5,39,125,665,20,2
"Nemaha County, KS",10161,127.9401634,0,1,0,12,23,59,10,0
"Franklin County, ME",30495,127.889818,0,15,4,20,151,507,22,2
"Huntington County, IN",36791,127.7486342,0,15,7,25,98,483,22,16
"Susquehanna County, PA",42286,127.7018399,2,21,16,15,210,271,24,9
"Lewis County, WV",16452,127.6440554,0,0,0,21,39,113,3,0
"Wallace County, KS",1569,127.4697259,0,2,0,0,0,2,0,0
"Calloway County, KY",37657,127.4663409,3,7,11,27,327,704,44,6
"Frio County, TX",18065,127.3180183,0,2,4,17,146,217,6,3
"Columbia County, PA",66797,127.2512239,3,23,9,50,306,1189,25,6
"Prince Edward County, VA",22802,127.1818262,1,9,6,13,81,395,15,1
"Calvert County, MD",90484,127.0942929,2,8,22,83,400,1259,45,12
"San Juan County, UT",14973,126.8950778,0,2,1,16,41,108,4,0
"Howard County, MO",10257,126.7427123,0,2,0,11,16,43,4,2
"Emmet County, MI",33140,126.7350634,0,21,0,21,78,414,10,1
"Clinton County, IL",37907,126.6256892,0,6,3,40,63,338,10,0
"Wheeler County, GA",7909,126.4382349,0,1,1,9,23,65,4,0
"Yamhill County, OR",100725,126.0858774,4,25,22,76,546,1456,98,24
"Ida County, IA",7141,126.0327685,0,2,0,7,39,50,1,1
"Chesterfield County, VA",327745,126.0126013,10,57,149,197,1679,4958,291,75
"Page County, VA",23821,125.9392973,2,6,7,15,112,329,11,11
"Somerset County, ME",51706,125.7107492,1,26,14,24,406,1162,44,17
"Decatur County, IN",26277,125.5851125,0,0,1,32,8,114,3,3
"Bayfield County, WI",15156,125.3628926,0,1,0,18,142,145,8,1
"Big Horn County, WY",11994,125.0625313,0,3,1,11,16,31,0,1
"Randolph County, GA",7197,125.052105,0,0,2,7,39,71,2,0
"Las Animas County, CO",14446,124.6019659,0,1,7,10,41,121,5,0
"Iberia Parish, LA",73878,124.5296299,0,14,69,9,583,1257,15,1
"Huron County, MI",32224,124.1310824,0,15,0,25,120,378,13,1
"Irion County, TX",1612,124.0694789,0,0,0,2,16,18,0,0
"Sullivan County, MO",6448,124.0694789,0,1,0,7,29,45,8,0
"Park County, CO",16121,124.0617828,0,3,0,17,27,41,2,4
"Dewey County, OK",4844,123.8645747,0,0,0,6,15,31,6,0
"York County, VA",66269,123.7380978,0,2,15,65,129,1200,26,12
"Pike County, PA",56591,123.6945804,0,17,17,36,429,616,30,8
"Kent County, RI",165035,123.6101433,3,36,38,127,693,2803,196,31
"Jackson County, TX",14591,123.3637174,0,0,0,18,47,145,8,0
"Kendall County, IL",119348,123.1692194,2,38,14,93,297,1372,30,11
"Wood County, TX",42306,122.9140075,1,4,3,44,268,495,37,7
"Caroline County, VA",29298,122.8752816,1,9,7,19,90,298,19,10
"Fulton County, PA",14670,122.6993865,0,1,1,16,54,131,5,4
"Clinton County, PA",39954,122.6410372,0,13,2,34,143,562,17,4
"Christian County, IL",34298,122.4561199,0,4,0,38,83,238,23,9
"Henry County, IL",49860,122.3425592,0,18,0,43,98,693,13,6
"Yoakum County, TX",8184,122.1896383,1,5,4,0,55,93,8,0
"Garfield County, CO",57302,122.159785,1,11,4,54,178,784,61,3
"Marshall County, KY",31107,122.1589996,0,11,5,22,180,288,33,3
"Washington County, NY",63093,122.0420649,6,11,7,53,233,621,31,5
"Wilkin County, MN",6557,122.0070154,0,2,2,4,30,81,2,0
"Morris County, KS",5741,121.9299774,0,1,0,6,55,56,4,0
"Jefferson County, WI",84509,121.8805098,1,13,3,86,256,1130,31,11
"Marathon County, WI",135416,121.8467537,2,28,24,111,485,1678,71,34
"Tyrrell County, NC",4109,121.6841081,0,1,2,2,10,45,5,0
"Montgomery County, VA",96207,121.6127725,0,29,16,72,341,1440,54,21
"Grafton County, NH",89629,121.6124246,0,28,14,67,302,1354,31,33
"Midland County, MI",83919,121.5457763,2,47,7,46,208,722,15,6
"Essex County, NY",38762,121.2527733,1,7,4,35,138,363,14,6
"Livingston County, MO",14871,121.0409522,0,3,2,13,87,252,18,3
"Louisa County, VA",33945,120.7836206,1,7,2,31,83,375,28,6
"Wyoming County, NY",41531,120.3919963,0,5,6,39,76,404,17,2
"Nodaway County, MO",23261,120.3731568,1,3,4,20,67,301,15,0
"Lincoln County, ME",34088,120.2769303,1,6,4,30,180,370,11,7
"Wayne County, PA",51548,120.2762474,2,21,6,33,263,569,28,17
"Whitley County, KY",35766,120.2259129,2,7,10,23,231,303,28,7
"Washington County, VA",54907,120.2032528,2,16,4,44,241,928,67,6
"Ballard County, KY",8332,120.0192031,0,2,0,8,47,111,8,3
"Evans County, GA",10833,120.0036924,0,0,3,10,53,95,12,0
"Ellis County, OK",4170,119.9040767,0,0,0,5,10,26,4,0
"Patrick County, VA",18368,119.7735192,0,2,5,15,66,220,27,2
"Alfalfa County, OK",5847,119.7195143,0,0,0,7,13,30,2,0
"Baxter County, AR",40957,119.6376688,3,13,3,30,215,969,45,1
"Sublette County, WY",10041,119.510009,0,1,0,11,22,57,4,1
"Dakota County, NE",20947,119.3488328,0,3,5,17,57,317,24,0
"Worth County, IA",7541,119.3475666,0,1,0,8,45,59,9,1
"Hood River County, OR",22675,119.0738699,0,2,3,22,37,129,16,1
"Grant County, WV",11759,119.057743,0,2,0,12,26,33,5,0
"Clay County, WV",9244,118.9961056,1,0,1,9,23,35,10,0
"Pulaski County, KY",63907,118.9228097,3,20,21,33,500,958,53,10
"Clarke County, VA",14348,118.4834123,0,1,0,16,42,132,7,4
"Callahan County, TX",13525,118.2994455,0,0,2,14,42,55,8,0
"Minidoka County, ID",20292,118.2732111,0,10,3,11,100,213,29,5
"Niobrara County, WY",2541,118.0637544,0,0,0,3,1,6,1,0
"Rockingham County, NH",299134,118.0073144,7,77,43,226,925,4649,223,54
"Seminole County, OK",25426,117.9894596,2,6,4,18,271,487,56,8
"Hand County, SD",3391,117.959304,0,0,0,4,3,12,0,0
"Schley County, GA",5089,117.9013559,0,0,0,6,16,37,1,0
"Linn County, OR",118765,117.8798468,0,25,42,73,708,2822,211,18
"Camden County, NC",10187,117.7971925,0,1,2,9,40,72,3,0
"Augusta County, VA",73912,117.7075441,2,7,2,76,132,688,38,3
"Campbell County, VA",55235,117.6790079,2,14,8,41,176,651,39,2
"Albany County, WY",37422,117.5778954,1,15,2,26,118,782,29,9
"Walworth County, WI",102945,117.5384914,1,9,12,99,287,1566,61,3
"Oconee County, GA",34035,117.5260761,0,0,4,36,61,397,32,1
"Dakota County, MN",408509,117.5004712,2,71,91,316,1293,7451,483,39
"Wetzel County, WV",16204,117.2549988,0,0,1,18,62,91,12,2
"Major County, OK",7683,117.1417415,0,1,0,8,46,120,6,0
"Shenandoah County, VA",42684,117.1399119,0,6,6,38,187,521,19,5
"Bullitt County, KY",76854,117.1051604,1,20,24,45,531,831,82,8
"Winston County, MS",18788,117.0960187,1,3,4,14,37,70,3,1
"Pacific County, WA",20498,117.0845936,0,3,1,19,332,243,14,0
"Meeker County, MN",23119,116.7870583,0,14,1,12,87,294,23,0
"Custer County, CO",4285,116.6861144,0,1,0,4,13,35,3,1
"Wilkinson County, GA",9432,116.6242578,0,1,1,9,50,96,6,0
"Greene County, OH",163204,116.4187152,3,51,63,73,829,3470,118,12
"Starke County, IN",23197,116.3943613,0,2,0,25,34,151,10,3
"Freeborn County, MN",30948,116.3241567,0,3,1,32,86,531,23,6
"Miami County, IN",36140,116.2147205,0,3,6,33,108,237,14,1
"Jefferson County, WV",55073,116.2093948,0,2,11,51,151,654,27,7
"Barren County, KY",43027,116.2061031,1,18,6,26,159,366,31,4
"Hancock County, OH",75773,116.1363546,0,21,21,45,382,1517,32,5
"Fremont County, ID",12927,116.0362033,0,5,0,10,27,83,3,0
"Nobles County, MN",21617,115.6497201,0,2,3,20,56,159,14,1
"Sherman County, OR",1731,115.5401502,0,1,0,1,6,34,2,0
"Hardin County, KY",108191,115.5364125,2,36,43,43,415,1579,70,18
"Chickasaw County, MS",17311,115.5334758,1,2,4,13,30,29,1,0
"Skamania County, WA",11274,115.3095618,0,6,0,7,37,71,6,0
"Waseca County, MN",19098,115.1953084,0,6,3,13,80,219,10,1
"Craig County, VA",5210,115.1631478,0,0,0,6,2,9,0,0
"Chenango County, NY",49503,115.1445367,0,17,9,31,180,753,25,2
"Montgomery County, IA",10424,115.1189563,0,3,0,9,57,104,6,1
"Klickitat County, WA",20866,115.0196492,0,4,1,19,95,209,20,0
"Bourbon County, KY",19998,115.0115012,1,5,5,12,137,280,25,3
"Cerro Gordo County, IA",43575,114.7446931,2,8,3,37,433,1200,65,6
"Marshall County, IN",47109,114.6277781,1,7,6,40,128,669,34,7
"Parker County, TX",121418,114.4805548,3,12,15,109,621,1612,98,6
"Harrison County, MO",8741,114.4033863,2,0,0,8,23,73,11,1
"Mason County, WV",27126,114.2815011,3,4,4,20,80,285,30,1
"Montgomery County, NY",49897,114.2353248,4,9,12,32,227,880,23,1
"Lincoln County, AR",14031,114.0332122,0,3,3,10,76,54,4,0
"Franklin County, IA",10548,113.7656428,0,2,0,11,26,36,5,1
"Schuyler County, NY",18460,113.75948,1,4,1,15,40,111,9,0
"Oxford County, ME",57277,113.4835973,0,36,7,22,435,1033,43,16
"Santa Cruz County, AZ",46768,113.3253507,1,0,13,39,191,490,72,0
"Harris County, GA",32663,113.278021,0,1,2,34,82,272,12,2
"Butler County, PA",185476,113.2221959,3,12,48,147,440,1853,64,13
"Tioga County, PA",42463,113.0395874,0,8,1,39,221,350,39,5
"Stevens County, MN",9735,112.9943503,0,5,1,5,20,156,1,1
"Missaukee County, MI",15051,112.9493057,2,5,0,10,67,190,8,1
"Jefferson County, MT",11512,112.9256428,0,0,0,13,13,79,6,5
"New Kent County, VA",19507,112.7800277,0,3,1,18,107,221,9,1
"Faribault County, MN",14191,112.747516,1,6,0,9,55,113,7,1
"Kittitas County, WA",41765,112.5344188,0,13,6,28,275,1027,75,12
"Douglas County, NV",47118,112.4835519,1,6,6,40,144,656,29,6
"Windsor County, VT",56067,112.3655626,2,11,5,45,383,672,49,12
"Adams County, WI",20480,112.3046875,0,6,6,11,225,343,16,0
"Adams County, PA",101546,112.2643925,6,14,7,87,263,905,50,11
"Nelson County, KY",44540,112.2586439,1,14,13,22,249,432,46,4
